NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230101;0.0;1;9.3;1;112;9;15.8;1;1415;9;12.4;1;12.6;1;6.5;1;7.8;9;;;0;9;3.2;1;;;5.6;1;110;1;955;9;9.2;1;130;1;951;9;;;;;;;8.3;9;;;951;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230102;0.8;1;10.2;1;706;9;12.8;1;1017;9;11.2;1;11.5;1;2.6;1;9.2;9;;;0;9;1.8;1;;;4.1;1;90;1;43;9;6.1;1;270;1;1116;9;;;;;;;5.6;9;;;1116;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230103;0.0;1;6.4;1;1755;9;12.3;1;1422;9;8.0;1;9.4;1;5.9;1;1.4;9;;;0;9;0.7;1;;;2.2;1;80;1;1252;9;3.8;1;80;1;1240;9;;;;;;;3.3;9;;;1241;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230104;0.0;1;3.1;1;2048;9;6.7;1;1530;9;4.9;1;4.9;1;3.6;1;-0.6;9;;;0;9;1.3;1;;;2.5;1;120;1;808;9;4.0;1;140;1;1055;9;;;;;;;3.8;9;;;1055;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230105;0.0;1;4.7;1;2348;9;12.4;1;1353;9;8.5;1;8.6;1;7.7;1;3.9;9;;;0;9;0.5;1;;;2.3;1;180;1;1043;9;3.3;1;160;1;1025;9;;;;;;;3.2;9;;;1025;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230106;0.2;1;8.0;1;413;9;14.0;1;1350;9;9.4;1;11.0;1;6.0;1;7.9;9;;;0;9;1.4;1;;;2.8;1;160;1;1409;9;4.3;1;170;1;1357;9;;;;;;;4.0;9;;;1407;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230107;10.4;1;1.1;1;629;9;13.4;1;1446;9;8.0;1;7.3;1;12.3;1;-0.8;9;;;0;9;1.4;1;;;3.7;1;110;1;1416;9;5.7;1;130;9;2028;9;;;;;;;5.2;9;;;2028;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230108;2.0;1;9.3;1;700;9;12.0;1;1556;9;10.5;1;10.7;1;2.7;1;8.9;9;;;0;9;2.8;1;;;6.6;1;250;9;2359;9;14.0;1;250;9;2356;9;;;;;;;12.3;9;;;2356;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230109;8.6;1;7.2;1;901;9;11.4;1;1350;9;8.4;1;9.3;1;4.2;1;5.7;9;;;0;9;4.4;1;;;7.4;1;260;1;333;9;15.9;1;300;1;1412;9;;;;;;;14.9;9;;;1412;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230110;0.0;1;4.6;1;507;9;15.3;1;1447;9;8.7;1;10.0;1;10.7;1;2.3;9;;;0;9;1.2;1;;;3.4;1;240;1;55;9;4.7;1;250;1;46;9;;;;;;;4.6;9;;;46;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230111;2.8;1;4.1;1;205;9;12.9;1;1422;9;7.4;1;8.5;1;8.8;1;1.2;9;;;0;9;1.7;1;;;4.5;1;270;1;1436;9;6.7;1;270;1;1404;9;;;;;;;6.3;9;;;1404;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230112;1.2;1;1.1;1;321;9;13.8;1;1407;9;6.3;1;7.5;1;12.7;1;-1.0;9;;;0;9;0.9;1;;;2.3;1;130;1;1306;9;4.2;1;170;1;1247;9;;;;;;;3.9;9;;;1247;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230113;0.8;1;4.4;1;2301;9;14.7;1;1409;9;8.8;1;9.6;1;10.3;1;2.0;9;;;0;9;1.9;1;;;5.4;1;260;1;1035;9;8.8;1;300;1;1131;9;;;;;;;7.9;9;;;1131;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230114;0.0;1;3.9;1;52;9;12.3;1;1504;9;7.1;1;8.1;1;8.4;1;1.0;9;;;0;9;2.0;1;;;3.9;1;100;1;557;9;5.8;1;110;1;1442;9;;;;;;;5.4;9;;;1442;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230115;4.0;1;3.4;1;532;9;11.0;1;1506;9;6.9;1;7.2;1;7.6;1;1.1;9;;;0;9;2.6;1;;;9.6;1;270;1;1604;9;17.0;1;260;1;1600;9;;;;;;;14.5;9;;;1557;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230116;11.8;1;4.6;1;249;9;9.0;1;1141;9;7.0;1;6.8;1;4.4;1;1.5;9;;;0;9;4.6;1;;;10.5;1;250;1;629;9;16.1;1;250;1;623;9;;;;;;;15.0;9;;;624;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230117;23.4;1;3.1;1;1739;9;9.2;1;1338;9;5.2;1;6.2;1;6.1;1;2.5;9;;;0;9;4.6;1;;;9.8;1;250;9;2243;9;19.4;1;250;1;1228;9;;;;;;;17.4;9;;;1228;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230118;3.8;1;1.4;1;1759;9;6.1;1;1302;9;3.1;1;3.8;1;4.7;1;0.5;9;;;0;9;3.4;1;;;6.7;1;250;1;1;9;11.0;1;280;1;843;9;;;;;;;10.2;9;;;843;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230119;13.8;1;0.4;1;1924;9;5.5;1;1233;9;2.4;1;3.0;1;5.1;1;-0.6;9;;;0;9;2.6;1;;;7.5;1;120;1;1741;9;10.6;1;120;1;1741;9;;;;;;;9.9;9;;;1741;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230120;6.2;1;0.2;1;1944;9;5.0;1;1437;9;1.4;1;2.6;1;4.8;1;-2.4;9;;;324;9;2.4;1;;;4.1;1;280;1;711;9;6.8;1;320;1;3;9;;;;;;;6.1;9;;;153;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230121;0.2;1;-3.3;1;11;9;4.2;1;1417;9;0.8;1;0.5;1;7.5;1;-6.0;9;;;455;9;2.9;1;;;5.0;1;270;1;1228;9;9.1;1;290;1;1540;9;;;;;;;8.3;9;;;1540;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230122;0.0;1;-1.7;1;723;9;1.0;1;1402;9;-0.3;1;-0.4;1;2.7;1;-2.4;9;;;835;9;4.3;1;;;6.1;1;260;1;1753;9;9.2;1;290;1;1033;9;;;;;;;8.5;9;;;658;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230123;0.0;1;-1.4;1;2357;9;2.5;1;1406;9;1.3;1;0.6;1;3.9;1;-2.7;9;;;226;9;3.3;1;;;4.7;1;300;1;844;9;10.1;1;310;1;858;9;;;;;;;7.9;9;;;858;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230124;0.0;1;0.8;1;504;9;7.2;1;1514;9;1.7;1;4.0;1;6.4;1;-2.6;9;;;294;9;1.5;1;;;3.1;1;260;1;24;9;4.3;1;260;1;23;9;;;;;;;4.1;9;;;22;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230125;0.8;1;-4.3;1;346;9;2.3;1;548;9;-0.1;1;-1.0;1;6.6;1;-7.8;9;;;600;9;2.0;1;;;3.7;1;260;1;1140;9;5.0;1;250;1;1151;9;;;;;;;4.9;9;;;1151;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230126;0.0;1;1.5;1;2336;9;4.1;1;1324;9;2.4;1;2.8;1;2.6;1;1.2;9;;;0;9;2.8;1;;;4.6;1;310;1;1409;9;7.4;1;320;1;1401;9;;;;;;;6.5;9;;;1412;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230127;0.0;1;0.1;1;518;9;8.2;1;1407;9;3.9;1;4.2;1;8.1;1;-0.9;9;;;0;9;3.4;1;;;5.5;1;270;1;1036;9;10.2;1;270;1;1409;9;;;;;;;9.0;9;;;1417;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230128;0.0;1;3.5;1;541;9;5.2;1;1207;9;4.4;1;4.4;1;1.7;1;2.9;9;;;0;9;2.5;1;;;4.8;1;270;1;1738;9;6.9;1;290;1;436;9;;;;;;;6.5;9;;;1735;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230129;0.0;1;2.4;1;736;9;6.1;1;1218;9;4.2;1;4.3;1;3.7;1;1.5;9;;;0;9;1.8;1;;;3.4;1;260;1;1614;9;5.5;1;310;1;145;9;;;;;;;4.8;9;;;19;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230130;0.0;1;-0.1;1;759;9;7.5;1;1439;9;3.3;1;3.7;1;7.6;1;-2.7;9;;;89;9;1.8;1;;;5.1;1;250;1;1204;9;7.4;1;260;1;1204;9;;;;;;;6.8;9;;;1159;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230131;0.0;1;-0.3;1;2019;9;10.8;1;1327;9;6.2;1;5.3;1;11.1;1;-3.7;9;;;0;9;1.3;1;;;4.1;1;250;1;1213;9;6.7;1;230;1;1206;9;;;;;;;6.1;9;;;1206;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230201;0.0;1;4.9;1;732;9;11.4;1;1355;9;7.0;1;8.2;1;6.5;1;3.3;9;;;0;9;1.4;1;;;3.6;1;270;1;602;9;6.5;1;50;1;1135;9;;;;;;;5.7;9;;;1135;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230202;0.0;1;-1.0;1;722;9;12.6;1;1456;9;4.8;1;5.8;1;13.6;1;-4.9;9;;;136;9;1.2;1;;;3.4;1;350;1;1148;9;7.4;1;330;1;1227;9;;;;;;;6.6;9;;;1227;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230203;0.0;1;-3.9;1;624;9;11.7;1;1459;9;2.9;1;3.9;1;15.6;1;-7.6;9;;;624;9;1.0;1;;;3.3;1;300;1;1512;9;5.3;1;260;1;1433;9;;;;;;;5.0;9;;;1506;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230204;0.2;1;-4.7;1;736;9;12.0;1;1557;9;3.4;1;3.7;1;16.7;1;-8.7;9;;;525;9;1.7;1;;;4.9;1;260;9;2137;9;7.6;1;270;9;2137;9;;;;;;;6.8;9;;;2137;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230205;0.2;1;-2.1;1;706;9;10.7;1;1405;9;5.3;1;4.3;1;12.8;1;-5.4;9;;;200;9;1.9;1;;;4.4;1;320;1;1431;9;8.1;1;320;1;1236;9;;;;;;;7.5;9;;;1236;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230206;0.0;1;-2.3;1;728;9;13.5;1;1617;9;5.0;1;5.6;1;15.8;1;-5.6;9;;;231;9;1.2;1;;;4.2;1;90;1;1047;9;6.2;1;90;1;1041;9;;;;;;;5.7;9;;;1039;9
 82033005;CASTELSARRASIN;44.087000;1.129667;72;20230207;0.2;1;-2.4;1;207;9;10.7;1;1451;9;4.0;1;4.2;1;13.1;1;-6.2;9;;;475;9;3.4;1;;;11.2;1;120;1;1509;9;17.2;1;110;1;1502;9;;;;;;;16.5;9;;;1502;9
