NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230101;0.0;1;13.1;1;618;9;17.3;1;1045;9;15.1;1;15.2;1;4.2;1;;;;;0;9;7.3;1;;;10.4;1;130;1;1358;9;13.8;1;130;1;1349;9;;;;;;;12.8;9;;;1349;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230102;7.4;1;14.3;1;532;9;15.7;1;1125;9;14.8;1;15.0;1;1.4;1;;;;;0;9;7.5;1;;;9.9;1;120;1;910;9;14.0;1;120;1;952;9;;;;;;;13.5;9;;;952;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230103;2.2;1;11.1;1;857;9;12.7;1;1513;9;11.6;1;11.9;1;1.6;1;;;;;0;9;3.7;1;;;6.4;1;60;1;440;9;8.4;1;60;1;439;9;;;;;;;8.0;9;;;439;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230104;0.0;1;6.2;1;716;9;15.8;1;1452;9;10.2;1;11.0;1;9.6;1;;;;;0;9;2.7;1;;;5.7;1;320;1;502;9;7.1;1;320;1;459;9;;;;;;;6.7;9;;;459;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230105;0.0;1;8.8;1;541;9;18.3;1;1406;9;12.5;1;13.6;1;9.5;1;;;;;0;9;3.5;1;;;7.6;1;320;1;1338;9;10.9;1;320;1;1405;9;;;;;;;10.5;9;;;1405;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230106;0.0;1;8.0;1;725;9;13.7;1;1234;9;10.7;1;10.9;1;5.7;1;;;;;0;9;2.6;1;;;4.2;1;330;1;523;9;5.2;1;330;1;521;9;;;;;;;5.0;9;;;521;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230107;0.0;1;9.5;1;430;9;15.8;1;1330;9;12.6;1;12.7;1;6.3;1;;;;;0;9;5.0;1;;;8.8;1;130;1;1524;9;12.2;1;130;1;1523;9;;;;;;;11.1;9;;;1415;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230108;0.0;1;11.5;1;748;9;15.2;1;1043;9;12.3;1;13.4;1;3.7;1;;;;;0;9;2.9;1;;;6.4;1;130;1;50;9;9.1;1;130;1;41;9;;;;;;;8.6;9;;;36;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230109;0.0;1;9.8;1;2028;9;13.5;1;1317;9;11.2;1;11.7;1;3.7;1;;;;;0;9;8.4;1;;;14.1;1;290;9;2315;9;19.3;1;310;1;1339;9;;;;;;;18.8;9;;;1339;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230110;0.0;1;6.5;1;748;9;14.4;1;1328;9;9.5;1;10.5;1;7.9;1;;;;;0;9;2.9;1;;;9.0;1;310;1;1;9;12.7;1;320;1;18;9;;;;;;;11.5;9;;;10;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230111;0.0;1;4.5;1;556;9;16.0;1;1254;9;10.0;1;10.3;1;11.5;1;;;;;0;9;4.3;1;;;10.4;1;300;1;1902;9;13.8;1;300;1;1859;9;;;;;;;12.3;9;;;1859;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230112;0.0;1;6.3;1;751;9;14.1;1;1210;9;10.8;1;10.2;1;7.8;1;;;;;0;9;3.0;1;;;5.9;1;260;9;2011;9;7.4;1;260;9;2011;9;;;;;;;7.2;9;;;2011;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230113;0.0;1;8.2;1;335;9;16.5;1;1341;9;11.6;1;12.4;1;8.3;1;;;;;0;9;5.3;1;;;9.5;1;280;1;936;9;13.9;1;280;1;930;9;;;;;;;13.0;9;;;930;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230114;0.0;1;6.1;1;450;9;12.6;1;1310;9;9.0;1;9.4;1;6.5;1;;;;;0;9;2.3;1;;;5.2;1;300;1;9;9;6.4;1;310;1;2;9;;;;;;;6.2;9;;;2;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230115;0.0;1;7.2;1;742;9;14.3;1;1156;9;9.5;1;10.8;1;7.1;1;;;;;0;9;4.4;1;;;9.3;1;300;1;1302;9;12.4;1;300;1;1300;9;;;;;;;11.5;9;;;1302;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230116;1.6;1;7.6;1;756;9;11.5;1;1215;9;9.3;1;9.6;1;3.9;1;;;;;0;9;6.9;1;;;13.3;1;260;1;1305;9;18.1;1;260;1;1304;9;;;;;;;16.8;9;;;1304;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230117;0.0;1;5.8;1;551;9;11.5;1;1254;9;7.8;1;8.7;1;5.7;1;;;;;0;9;5.3;1;;;15.1;1;270;1;1651;9;20.3;1;280;1;1648;9;;;;;;;19.4;9;;;1648;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230118;0.0;1;5.2;1;1800;9;9.5;1;1344;9;6.4;1;7.4;1;4.3;1;;;;;0;9;7.9;1;;;14.1;1;310;1;1223;9;18.8;1;320;1;1221;9;;;;;;;17.3;9;;;1222;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230119;0.0;1;1.9;1;19;9;9.6;1;1254;9;5.2;1;5.8;1;7.7;1;;;;;0;9;5.1;1;;;9.4;1;280;1;514;9;12.9;1;290;1;518;9;;;;;;;12.3;9;;;518;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230120;0.0;1;2.9;1;736;9;9.0;1;1240;9;5.1;1;6.0;1;6.1;1;;;;;0;9;7.5;1;;;13.5;1;340;1;1230;9;19.1;1;340;1;1304;9;;;;;;;17.8;9;;;1303;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230121;0.0;1;2.0;1;347;9;9.0;1;1306;9;4.8;1;5.5;1;7.0;1;;;;;0;9;8.3;1;;;14.4;1;10;1;1430;9;20.7;1;10;1;1439;9;;;;;;;19.1;9;;;1439;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230122;0.0;1;2.3;1;445;9;6.5;1;1317;9;4.0;1;4.4;1;4.2;1;;;;;0;9;10.3;1;;;16.0;1;360;1;1018;9;24.1;1;360;1;1026;9;;;;;;;22.7;9;;;1026;9
 30003001;AIGUES-MORTES;43.537167;4.207000;1;20230123;0.0;1;1.1;1;457;9;7.6;1;1354;9;4.1;1;4.4;1;6.5;1;;;;;0;9;7.7;1;;;12.2;1;350;1;1017;9;17.0;1;330;1;1154;9;;;;;;;16.0;9;;;1154;9
