NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S
 46005001;ANGLARS;44.493333;1.208167;104;20230101;0.2;1;9.7;1;154;9;18.7;1;1205;9;14.3;1;14.2;1;9.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230102;1.4;1;10.3;1;715;9;13.1;1;1022;9;11.2;1;11.7;1;2.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230103;0.0;1;6.7;1;1753;9;12.7;1;1408;9;8.2;1;9.7;1;6.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230104;0.4;1;2.7;1;428;9;10.5;1;1431;9;6.6;1;6.6;1;7.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230105;0.0;1;7.6;1;230;9;14.1;1;1353;9;10.6;1;10.9;1;6.5;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230106;0.2;1;9.2;1;727;9;14.4;1;1314;9;10.5;1;11.8;1;5.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230107;8.0;1;3.4;1;708;9;14.8;1;1404;9;9.0;1;9.1;1;11.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230108;3.2;1;9.4;1;410;9;12.0;1;1855;9;10.7;1;10.7;1;2.6;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230109;4.8;1;6.7;1;329;9;10.5;1;1514;9;8.0;1;8.6;1;3.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230110;0.0;1;5.0;1;105;9;14.9;1;1404;9;9.3;1;10.0;1;9.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230111;3.2;1;7.1;1;156;9;13.1;1;1504;9;8.1;1;10.1;1;6.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230112;2.6;1;3.4;1;341;9;14.3;1;1308;9;7.7;1;8.9;1;10.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230113;1.4;1;5.6;1;2259;9;14.5;1;1447;9;8.7;1;10.1;1;8.9;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230114;0.4;1;3.3;1;137;9;13.4;1;1426;9;8.2;1;8.4;1;10.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230115;2.8;1;5.6;1;329;9;11.7;1;1349;9;7.9;1;8.7;1;6.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230116;15.0;1;6.1;1;117;9;8.9;1;1027;9;7.1;1;7.5;1;2.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230117;16.1;1;4.3;1;120;9;8.0;1;936;9;5.1;1;6.2;1;3.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230118;2.8;1;0.8;1;1743;9;6.5;1;1211;9;3.1;1;3.7;1;5.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230119;12.1;1;0.7;1;19;9;5.1;1;1259;9;2.3;1;2.9;1;4.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230120;6.2;1;0.7;1;1800;9;5.9;1;1509;9;1.8;1;3.3;1;5.2;1;;;;;332;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230121;0.6;1;-1.8;1;2322;9;5.1;1;1336;9;1.2;1;1.7;1;6.9;1;;;;;407;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230122;0.0;1;-2.9;1;721;9;2.7;1;1456;9;0.2;1;-0.1;1;5.6;1;;;;;629;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230123;0.0;1;0.6;1;2007;9;4.3;1;1248;9;2.2;1;2.5;1;3.7;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230124;0.0;1;1.2;1;643;9;7.7;1;1514;9;2.3;1;4.5;1;6.5;1;;;;;283;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230125;0.4;1;-4.1;1;213;9;2.3;1;359;9;-0.4;1;-0.9;1;6.4;1;;;;;739;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230126;0.0;1;1.7;1;1801;9;3.9;1;1244;9;2.2;1;2.8;1;2.2;1;;;;;91;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230127;0.0;1;-3.9;1;355;9;7.0;1;1343;9;2.7;1;1.6;1;10.9;1;;;;;467;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 46005001;ANGLARS;44.493333;1.208167;104;20230128;0.0;1;3.1;1;2148;9;5.9;1;1454;9;4.6;1;4.5;1;2.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
