NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S
 32013005;AUCH;43.689000;0.601167;122;20230101;0.0;1;6.2;1;2353;9;16.5;1;1053;9;12.8;1;11.4;1;10.3;1;3.4;9;4.3;9;0;9;2.0;1;;;4.2;1;160;1;529;9;7.9;1;170;1;521;9;;;;;;;7.7;1;;;717;9
 32013005;AUCH;43.689000;0.601167;122;20230102;0.2;1;9.1;1;600;9;12.9;1;1312;9;11.0;1;11.0;1;3.8;1;8.2;9;8.4;9;0;9;1.0;1;;;3.7;1;310;1;936;9;6.0;1;310;1;928;9;;;;;;;5.8;1;;;928;9
 32013005;AUCH;43.689000;0.601167;122;20230103;0.0;1;7.1;1;1758;9;14.5;1;1250;9;8.3;1;10.8;1;7.4;1;1.9;9;4.5;9;0;9;0.7;1;;;2.7;1;360;1;1305;9;3.5;1;350;1;1251;9;;;;;;;3.5;1;;;1251;9
 32013005;AUCH;43.689000;0.601167;122;20230104;0.0;1;0.9;1;700;9;15.9;1;1435;9;6.4;1;8.4;1;15.0;1;-2.1;9;-1.1;9;0;9;0.9;1;;;3.2;1;180;9;2231;9;4.0;1;180;9;2225;9;;;;;;;3.9;1;;;2225;9
 32013005;AUCH;43.689000;0.601167;122;20230105;0.0;1;3.8;1;2018;9;13.9;1;1348;9;8.0;1;8.9;1;10.1;1;0.3;9;0.8;9;0;9;0.9;1;;;3.5;1;180;1;140;9;4.4;1;180;1;133;9;;;;;;;4.3;1;;;133;9
 32013005;AUCH;43.689000;0.601167;122;20230106;0.0;1;0.6;1;211;9;13.9;1;1146;9;5.6;1;7.3;1;13.3;1;-2.5;9;-1.7;9;0;9;1.1;1;;;3.0;1;90;1;1503;9;4.4;1;100;1;1459;9;;;;;;;4.1;1;;;1459;9
 32013005;AUCH;43.689000;0.601167;122;20230107;5.6;1;-1.0;1;427;9;14.1;1;1147;9;8.5;1;6.6;1;15.1;1;-5.0;1;-3.9;9;180;9;1.2;1;;;4.1;1;160;1;1505;9;6.8;1;140;1;1418;9;;;;;;;6.5;1;;;623;9
 32013005;AUCH;43.689000;0.601167;122;20230108;5.8;1;5.6;1;736;9;11.8;1;1755;9;9.6;1;8.7;1;6.2;1;3.0;9;3.5;9;0;9;1.7;1;;;5.4;1;250;9;2129;9;11.1;1;260;9;2128;9;;;;;;;10.8;1;;;2128;9
 32013005;AUCH;43.689000;0.601167;122;20230109;8.5;1;7.3;1;714;9;10.7;1;1314;9;8.7;1;9.0;1;3.4;1;6.0;9;6.1;9;0;9;3.7;1;;;7.5;1;230;1;1133;9;12.6;1;270;1;1346;9;;;;;;;11.9;1;;;1346;9
 32013005;AUCH;43.689000;0.601167;122;20230110;0.0;1;5.1;1;425;9;16.5;1;1519;9;8.4;1;10.8;1;11.4;1;2.2;9;3.6;9;0;9;2.0;1;;;4.1;1;170;1;1023;9;5.5;1;260;1;1312;9;;;;;;;5.4;1;;;1411;9
 32013005;AUCH;43.689000;0.601167;122;20230111;4.0;1;2.2;1;356;9;13.4;1;1515;9;7.1;1;7.8;1;11.2;1;0.5;9;0.9;9;0;9;2.3;1;;;4.6;1;320;1;1544;9;7.7;1;320;1;1538;9;;;;;;;7.2;1;;;1538;9
 32013005;AUCH;43.689000;0.601167;122;20230112;0.0;1;1.3;1;610;9;14.9;1;1413;9;6.6;1;8.1;1;13.6;1;-0.3;9;-0.1;9;0;9;1.8;1;;;4.1;1;170;1;10;9;5.2;1;180;1;7;9;;;;;;;5.0;1;;;10;9
