NUM_POSTE;NOM_USUEL;LAT;LON;ALTI;AAAAMMJJ;RR;QRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TNTXM;QTNTXM;TAMPLI;QTAMPLI;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;FFM;QFFM;FF2M;QFF2M;FXY;QFXY;DXY;QDXY;HXY;QHXY;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S
 81014001;ANGLES;43.556833;2.561667;743;20230101;0.0;1;9.2;1;16;9;11.5;1;1029;9;10.0;1;10.4;1;2.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230102;5.0;1;8.2;1;1703;9;11.5;1;1146;9;9.3;1;9.9;1;3.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230103;0.8;1;3.6;1;1750;9;8.6;1;1237;9;5.6;1;6.1;1;5.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230104;0.6;1;-2.9;1;656;9;9.1;1;1413;9;3.5;1;3.1;1;12.0;1;;;;;484;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230105;1.0;1;4.3;1;1941;9;8.7;1;1418;9;6.8;1;6.5;1;4.4;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230106;0.2;1;4.5;1;11;9;9.3;1;1430;9;6.3;1;6.9;1;4.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230107;0.0;1;3.2;1;1856;9;10.2;1;1248;9;7.7;1;6.7;1;7.0;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230108;25.5;1;3.3;1;807;9;9.6;1;1231;9;7.0;1;6.5;1;6.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230109;31.4;1;1.5;1;936;9;3.7;1;636;9;3.2;1;2.6;1;2.2;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230110;0.0;1;1.9;1;1959;9;8.8;1;1524;9;4.0;1;5.4;1;6.9;1;;;;;96;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230111;7.8;1;-1.3;1;602;9;8.4;1;1018;9;3.7;1;3.6;1;9.7;1;;;;;489;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230112;0.0;1;4.3;1;537;9;8.6;1;1125;9;5.2;1;6.5;1;4.3;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230113;2.2;1;2.2;1;2214;9;7.0;1;1427;9;5.4;1;4.6;1;4.8;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230114;0.4;1;-1.1;1;557;9;12.0;1;1454;9;4.4;1;5.5;1;13.1;1;;;;;250;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 81014001;ANGLES;43.556833;2.561667;743;20230115;5.8;1;0.1;1;548;9;7.2;1;656;9;2.8;1;3.7;1;7.1;1;;;;;0;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
